1.085784909633878037e+01,1.404946215775471252e+01,1.220475595780305511e+00,1.003481597175809981e+00
1.141739028059000027e+01,1.364919599671409323e+01,1.218446905087461118e+00,9.952379771693795618e-01
1.199985194318861836e+01,1.324893829597380801e+01,1.216421586511135189e+00,9.870620786548105485e-01
1.260608664578473004e+01,1.284862206300789822e+01,1.214399634446175824e+00,9.789533452987786433e-01
1.323697879315906434e+01,1.244817949006973912e+01,1.212381043296691274e+00,9.709112253382539137e-01
1.389344582234379821e+01,1.204754193302469645e+01,1.210365807476144084e+00,9.629351715429592673e-01
1.457643943614924353e+01,1.164663988978811560e+01,1.208353921407267606e+00,9.550246411781113665e-01
1.528694688275463953e+01,1.124540297836025182e+01,1.206345379522025141e+00,9.471790959675150390e-01
1.492797685033877997e+01,1.084375991444964704e+01,1.204340176261545992e+00,9.393980020569099310e-01
1.455760353332821744e+01,1.044163848867621702e+01,1.202338306076812913e+00,9.316808299776742075e-01
1.417539776698367682e+01,1.003896554334522229e+01,1.200339763427182405e+00,9.240270546107662852e-01
1.378091436563477501e+01,9.635666948783010000e+00,1.198344542781281774e+00,9.164361551510182835e-01
1.337369152439430309e+01,9.231667579225359077e+00,1.196352638617717901e+00,9.089076150716781655e-01
1.295325019853195059e+01,8.826891288248942757e+00,1.194364045423625953e+00,9.014409220892805052e-01
1.251909345967095710e+01,8.421260883736355396e+00,1.192378757695454539e+00,8.940355681287677214e-01
1.207070582794307079e+01,8.014698102364850030e+00,1.190396769938862676e+00,8.866910492889346074e-01
1.160755257920413541e+01,7.607123583608825790e+00,1.188418076668506629e+00,8.794068658081295453e-01
1.112907902637844693e+01,7.198456843245820913e+00,1.186442672408354326e+00,8.721825220302621418e-01
1.063470977396648465e+01,6.788616246355647199e+00,1.184470551691276796e+00,8.650175263710488949e-01
1.012384794471313931e+01,6.377518979801998888e+00,1.182501709059351924e+00,8.579113912845945933e-01
9.595874377397219490e+00,5.965081024185737490e+00,1.180536139063761425e+00,8.508636332301957594e-01
9.050146794663858074e+00,5.551217125258776086e+00,1.178573836264641628e+00,8.438737726394514027e-01
8.485998939780866834e+00,5.135840764787308110e+00,1.176614795231177624e+00,8.369413338836153571e-01
7.902739681158607254e+00,4.718864130852852057e+00,1.174659010541658333e+00,8.300658452412452704e-01
7.299652083429712057e+00,4.300198087579392592e+00,1.172706476783361929e+00,8.232468388661002834e-01
6.675992443839831481e+00,3.879752144274637882e+00,1.170757188552513206e+00,8.164838507553020541e-01
6.030989292653892164e+00,3.457434423973178461e+00,1.168811140454340425e+00,8.097764207177666762e-01
5.363842356234103548e+00,3.033151631369079393e+00,1.166868327103117053e+00,8.031240923428870637e-01
4.673721481395980426e+00,2.606809020125194998e+00,1.164928743121974364e+00,7.965264129694786810e-01
3.959765519596113670e+00,2.178310359546231201e+00,1.162992383142968045e+00,7.899829336549770709e-01
3.221081169451643689e+00,1.747557900602318304e+00,1.161059241807175901e+00,7.834932091448891800e-01
2.456741776035684666e+00,1.314452341289594539e+00,1.159129313764507785e+00,7.770567978424955946e-01
1.665786085334313826e+00,8.788927913140173187e-01,1.157202593673775537e+00,7.706732617788013551e-01
8.472169521907761958e-01,4.407767360843491966e-01,1.155279076202686772e+00,7.643421665827377920e-01
